marketPrice,marketPriceDate,averageListPrice,averageListQty,benchmarkTradePrice,mk_price_minus_bmk_price,list_price_minus_bmk_price,benchmarkTradeDate,wineName,region,vintage,importdate,lwin_11,lwin_7
2300,26/07/2021,2650,31,2000,300,650,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,27/07/2021,10060452013,1006045
5100,05/08/2021,5703,19,4650,450,1053,21/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2003,06/08/2021,10127812003,1012781
1584,04/08/2021,1670,4,1378,206,292,29/07/2020,"Tignanello, Toscana",Tuscany,2001,05/08/2021,10953912001,1095391
1584,06/08/2021,1670,4,1378,206,292,29/07/2020,"Tignanello, Toscana",Tuscany,2001,07/08/2021,10953912001,1095391
3900,06/08/2021,4228,49,3690,210,538,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2011,07/08/2021,10127812011,1012781
2300,26/07/2021,2650,31,2000,300,650,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,27/07/2021,10060452013,1006045
1680,06/08/2021,1693,2,1420,260,273,29/06/2021,"Tignanello, Toscana",Tuscany,2004,07/08/2021,10953912004,1095391
3900,04/08/2021,4228,49,3690,210,538,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2011,05/08/2021,10127812011,1012781
10620,03/08/2021,11831,47,9800,820,2031,11/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2015,04/08/2021,10127812015,1012781
3700,06/08/2021,4167,47,3520,180,647,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2013,07/08/2021,10127812013,1012781
907,21/07/2021,952,22,805,102,147,20/11/2019,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2001,22/07/2021,10074752001,1007475
320,12/07/2021,321,110,304,16,17,10/01/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2013,13/07/2021,10063222013,1006322
2300,23/07/2021,2726,21,2000,300,726,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,24/07/2021,10060452013,1006045
359,12/07/2021,368,89,324,35,44,09/06/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2014,13/07/2021,10063222014,1006322
6500,21/07/2021,7503,24,6776,-276,727,10/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2005,22/07/2021,10127812005,1012781
2300,23/07/2021,2726,21,2000,300,726,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,24/07/2021,10060452013,1006045
990,19/07/2021,1165,84,1029,-39,136,21/07/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2005,22/07/2021,10074752005,1007475
476,12/07/2021,526,37,364,112,162,12/05/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2016,13/07/2021,10063222016,1006322
2300,22/07/2021,2681,26,2000,300,681,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,23/07/2021,10060452013,1006045
895,21/07/2021,928,41,863,32,65,10/05/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2006,22/07/2021,10074752006,1007475
3900,21/07/2021,4683,79,3822,78,861,20/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2006,22/07/2021,10127812006,1012781
3750,21/07/2021,4258,81,3525,225,733,18/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2007,22/07/2021,10127812007,1012781
880,21/07/2021,980,7,725,155,255,13/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2007,22/07/2021,10074752007,1007475
2300,22/07/2021,2681,26,2000,300,681,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,23/07/2021,10060452013,1006045
8400,21/07/2021,8400,1,5700,2700,2700,10/09/2020,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2007,22/07/2021,10734012007,1073401
2300,21/07/2021,2681,26,2000,300,681,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,22/07/2021,10060452013,1006045
3900,21/07/2021,4355,72,3870,30,485,10/07/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2008,22/07/2021,10127812008,1012781
895,21/07/2021,981,10,781,114,200,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2008,22/07/2021,10074752008,1007475
6930,21/07/2021,7721,53,7086,-156,635,11/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2009,22/07/2021,10127812009,1012781
9000,21/07/2021,8799,1,5400,3600,3399,13/08/2020,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2008,22/07/2021,10734012008,1073401
1000,21/07/2021,1231,51,1026,-26,205,24/06/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2009,22/07/2021,10074752009,1007475
870,21/07/2021,966,5,705,165,261,01/02/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2002,22/07/2021,10074752002,1007475
2300,21/07/2021,2681,26,2000,300,681,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,22/07/2021,10060452013,1006045
950,21/07/2021,1118,23,800,150,318,21/11/2019,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2003,22/07/2021,10074752003,1007475
4450,21/07/2021,4750,24,4400,50,350,29/09/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2001,22/07/2021,10127812001,1012781
4050,21/07/2021,4417,22,3684,366,733,10/06/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2002,22/07/2021,10127812002,1012781
3826,21/07/2021,4585,47,4116,-290,469,25/02/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2004,22/07/2021,10127812004,1012781
2300,20/07/2021,2681,26,2000,300,681,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,21/07/2021,10060452013,1006045
840,21/07/2021,1052,20,745,95,307,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2004,22/07/2021,10074752004,1007475
907,21/07/2021,952,22,805,102,147,20/11/2019,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2001,22/07/2021,10074752001,1007475
480,13/07/2021,592,2,465,15,127,04/05/2020,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2001,14/07/2021,10063222001,1006322
2300,20/07/2021,2681,26,2000,300,681,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,21/07/2021,10060452013,1006045
450,13/07/2021,521,3,300,150,221,15/12/2019,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2004,14/07/2021,10063222004,1006322
6500,21/07/2021,7503,24,6776,-276,727,10/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2005,22/07/2021,10127812005,1012781
1879,15/07/2021,2681,26,2000,-121,681,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,20/07/2021,10060452013,1006045
990,19/07/2021,1165,84,1029,-39,136,21/07/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2005,22/07/2021,10074752005,1007475
1879,15/07/2021,2676,28,2000,-121,676,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,16/07/2021,10060452013,1006045
1850,21/07/2021,1812,1,1180,670,632,10/03/2017,"Gaja, Barbaresco",Piedmont,2005,22/07/2021,10996052005,1099605
1879,15/07/2021,2676,28,2000,-121,676,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,16/07/2021,10060452013,1006045
895,21/07/2021,928,41,863,32,65,10/05/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2006,22/07/2021,10074752006,1007475
3900,21/07/2021,4683,79,3822,78,861,20/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2006,22/07/2021,10127812006,1012781
1800,21/07/2021,1700,1,1300,500,400,30/05/2019,"Gaja, Barbaresco",Piedmont,2007,22/07/2021,10996052007,1099605
2386,21/07/2021,2397,3,2190,196,207,01/05/2021,"Gaja, Barbaresco",Piedmont,2004,22/07/2021,10996052004,1099605
660,21/07/2021,727,5,390,270,337,18/08/2017,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2006,22/07/2021,11058072006,1105807
520,21/07/2021,563,3,460,60,103,05/05/2020,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2008,22/07/2021,11058072008,1105807
6400,21/07/2021,7568,55,6188,212,1380,16/07/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2010,22/07/2021,10127812010,1012781
990,21/07/2021,1124,16,990,0,134,16/06/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2010,22/07/2021,10074752010,1007475
589,13/07/2021,622,49,520,69,102,17/06/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2005,14/07/2021,10063222005,1006322
1879,15/07/2021,2681,26,2000,-121,681,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,20/07/2021,10060452013,1006045
3750,21/07/2021,4258,81,3525,225,733,18/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2007,22/07/2021,10127812007,1012781
880,21/07/2021,980,7,725,155,255,13/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2007,22/07/2021,10074752007,1007475
2300,14/07/2021,2684,29,2000,300,684,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,15/07/2021,10060452013,1006045
2300,14/07/2021,2684,29,2000,300,684,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,15/07/2021,10060452013,1006045
3900,21/07/2021,4355,72,3870,30,485,10/07/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2008,22/07/2021,10127812008,1012781
895,21/07/2021,981,10,781,114,200,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2008,22/07/2021,10074752008,1007475
6930,21/07/2021,7721,53,7086,-156,635,11/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2009,22/07/2021,10127812009,1012781
1000,21/07/2021,1231,51,1026,-26,205,24/06/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2009,22/07/2021,10074752009,1007475
589,13/07/2021,622,49,520,69,102,17/06/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2005,14/07/2021,10063222005,1006322
2300,13/07/2021,2684,29,2000,300,684,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,14/07/2021,10060452013,1006045
2386,21/07/2021,2397,3,2190,196,207,01/05/2021,"Gaja, Barbaresco",Piedmont,2004,22/07/2021,10996052004,1099605
6400,21/07/2021,7568,55,6188,212,1380,16/07/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2010,22/07/2021,10127812010,1012781
510,13/07/2021,596,398,494,16,102,20/04/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2010,14/07/2021,10063222010,1006322
990,21/07/2021,1124,16,990,0,134,16/06/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2010,22/07/2021,10074752010,1007475
2300,13/07/2021,2684,29,2000,300,684,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,14/07/2021,10060452013,1006045
750,21/07/2021,892,29,790,-40,102,01/06/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2011,22/07/2021,10074752011,1007475
1180,21/07/2021,1378,3,1140,40,238,21/07/2021,"Tignanello, Toscana",Tuscany,2009,22/07/2021,10953912009,1095391
1260,21/07/2021,1628,3,1170,90,458,24/06/2021,"Tignanello, Toscana",Tuscany,2010,22/07/2021,10953912010,1095391
3758,21/07/2021,4355,71,3690,68,665,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2011,22/07/2021,10127812011,1012781
2300,12/07/2021,2684,29,2000,300,684,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,13/07/2021,10060452013,1006045
510,13/07/2021,596,398,494,16,102,20/04/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2010,14/07/2021,10063222010,1006322
1050,21/07/2021,1133,7,880,170,253,22/06/2021,"Tignanello, Toscana",Tuscany,2011,22/07/2021,10953912011,1095391
2300,12/07/2021,2684,29,2000,300,684,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,13/07/2021,10060452013,1006045
320,13/07/2021,321,110,304,16,17,10/01/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2013,14/07/2021,10063222013,1006322
820,21/07/2021,924,5,735,85,189,09/09/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2012,22/07/2021,10074752012,1007475
3740,21/07/2021,4120,25,3520,220,600,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2013,22/07/2021,10127812013,1012781
2300,09/07/2021,2684,29,2000,300,684,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,10/07/2021,10060452013,1006045
800,21/07/2021,792,19,682,118,110,15/09/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2013,22/07/2021,10074752013,1007475
960,21/07/2021,1346,11,850,110,496,28/01/2021,"Tignanello, Toscana",Tuscany,2012,22/07/2021,10953912012,1095391
2300,09/07/2021,2684,29,2000,300,684,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,10/07/2021,10060452013,1006045
3800,21/07/2021,4351,120,3480,320,871,17/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2014,22/07/2021,10127812014,1012781
1060,21/07/2021,1140,9,860,200,280,08/03/2021,"Tignanello, Toscana",Tuscany,2013,22/07/2021,10953912013,1095391
984,21/07/2021,1048,7,854,130,194,15/07/2021,"Tignanello, Toscana",Tuscany,2014,22/07/2021,10953912014,1095391
940,21/07/2021,1078,79,866,74,212,20/07/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2015,22/07/2021,10074752015,1007475
10620,21/07/2021,11692,42,9800,820,1892,11/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2015,22/07/2021,10127812015,1012781
870,22/07/2021,966,5,705,165,261,01/02/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2002,23/07/2021,10074752002,1007475
2300,08/07/2021,2684,29,2000,300,684,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,09/07/2021,10060452013,1006045
4050,22/07/2021,4417,22,3684,366,733,10/06/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2002,23/07/2021,10127812002,1012781
3840,22/07/2021,4601,46,4116,-276,485,25/02/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2004,23/07/2021,10127812004,1012781
4450,22/07/2021,4750,24,4400,50,350,29/09/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2001,23/07/2021,10127812001,1012781
2300,08/07/2021,2684,29,2000,300,684,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,09/07/2021,10060452013,1006045
2300,07/07/2021,2677,30,2000,300,677,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,08/07/2021,10060452013,1006045
840,22/07/2021,1059,19,745,95,314,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2004,23/07/2021,10074752004,1007475
870,22/07/2021,966,5,705,165,261,01/02/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2002,23/07/2021,10074752002,1007475
2300,07/07/2021,2677,30,2000,300,677,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,08/07/2021,10060452013,1006045
4450,22/07/2021,4750,24,4400,50,350,29/09/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2001,23/07/2021,10127812001,1012781
4050,22/07/2021,4417,22,3684,366,733,10/06/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2002,23/07/2021,10127812002,1012781
3840,22/07/2021,4601,46,4116,-276,485,25/02/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2004,23/07/2021,10127812004,1012781
2300,06/07/2021,2674,30,2000,300,674,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,07/07/2021,10060452013,1006045
2300,06/07/2021,2674,30,2000,300,674,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,07/07/2021,10060452013,1006045
840,22/07/2021,1059,19,745,95,314,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2004,23/07/2021,10074752004,1007475
359,13/07/2021,368,89,324,35,44,09/06/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2014,14/07/2021,10063222014,1006322
2300,05/07/2021,2674,30,2000,300,674,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,06/07/2021,10060452013,1006045
6500,22/07/2021,7503,24,6400,100,1103,22/07/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2005,23/07/2021,10127812005,1012781
990,22/07/2021,1165,84,1029,-39,136,21/07/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2005,23/07/2021,10074752005,1007475
2300,05/07/2021,2674,30,2000,300,674,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,06/07/2021,10060452013,1006045
875,22/07/2021,927,42,863,12,64,10/05/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2006,23/07/2021,10074752006,1007475
3900,22/07/2021,4683,79,3822,78,861,20/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2006,23/07/2021,10127812006,1012781
3750,22/07/2021,4258,81,3525,225,733,18/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2007,23/07/2021,10127812007,1012781
880,22/07/2021,980,7,725,155,255,13/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2007,23/07/2021,10074752007,1007475
2300,02/07/2021,2674,30,2000,300,674,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,03/07/2021,10060452013,1006045
3900,22/07/2021,4355,72,3870,30,485,10/07/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2008,23/07/2021,10127812008,1012781
895,22/07/2021,981,10,781,114,200,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2008,23/07/2021,10074752008,1007475
6930,22/07/2021,7706,54,7086,-156,620,11/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2009,23/07/2021,10127812009,1012781
1000,22/07/2021,1222,53,1026,-26,196,24/06/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2009,23/07/2021,10074752009,1007475
476,13/07/2021,526,37,364,112,162,12/05/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2016,14/07/2021,10063222016,1006322
2300,02/07/2021,2674,30,2000,300,674,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,03/07/2021,10060452013,1006045
2300,01/07/2021,2690,30,2000,300,690,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,02/07/2021,10060452013,1006045
6500,22/07/2021,7503,24,6400,100,1103,22/07/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2005,23/07/2021,10127812005,1012781
990,22/07/2021,1165,84,1029,-39,136,21/07/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2005,23/07/2021,10074752005,1007475
685,14/07/2021,1033,3,470,215,563,29/03/2018,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2000,15/07/2021,10063222000,1006322
2300,01/07/2021,2690,30,2000,300,690,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,02/07/2021,10060452013,1006045
875,22/07/2021,927,42,863,12,64,10/05/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2006,23/07/2021,10074752006,1007475
3900,22/07/2021,4683,79,3822,78,861,20/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2006,23/07/2021,10127812006,1012781
3750,22/07/2021,4258,81,3525,225,733,18/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2007,23/07/2021,10127812007,1012781
880,22/07/2021,980,7,725,155,255,13/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2007,23/07/2021,10074752007,1007475
2300,30/06/2021,2690,30,2000,300,690,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,01/07/2021,10060452013,1006045
685,14/07/2021,1033,3,470,215,563,29/03/2018,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2000,15/07/2021,10063222000,1006322
8400,22/07/2021,8400,1,5700,2700,2700,10/09/2020,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2007,23/07/2021,10734012007,1073401
3900,22/07/2021,4355,72,3870,30,485,10/07/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2008,23/07/2021,10127812008,1012781
895,22/07/2021,981,10,781,114,200,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2008,23/07/2021,10074752008,1007475
6930,22/07/2021,7706,54,7086,-156,620,11/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2009,23/07/2021,10127812009,1012781
9000,22/07/2021,8799,1,5400,3600,3399,13/08/2020,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2008,23/07/2021,10734012008,1073401
1000,22/07/2021,1222,53,1026,-26,196,24/06/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2009,23/07/2021,10074752009,1007475
480,14/07/2021,592,2,465,15,127,04/05/2020,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2001,15/07/2021,10063222001,1006322
2300,30/06/2021,2690,30,2000,300,690,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,01/07/2021,10060452013,1006045
2386,22/07/2021,2397,3,2190,196,207,01/05/2021,"Gaja, Barbaresco",Piedmont,2004,23/07/2021,10996052004,1099605
520,22/07/2021,563,3,460,60,103,05/05/2020,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2008,23/07/2021,11058072008,1105807
660,22/07/2021,727,5,390,270,337,18/08/2017,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2006,23/07/2021,11058072006,1105807
1700,21/07/2021,1657,4,1378,322,279,29/07/2020,"Tignanello, Toscana",Tuscany,2001,23/07/2021,10953912001,1095391
1408,20/07/2021,1310,4,1238,170,72,02/11/2020,"Tignanello, Toscana",Tuscany,2006,23/07/2021,10953912006,1095391
6400,22/07/2021,7568,55,6188,212,1380,16/07/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2010,23/07/2021,10127812010,1012781
450,14/07/2021,521,3,300,150,221,15/12/2019,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2004,15/07/2021,10063222004,1006322
990,22/07/2021,1124,16,990,0,134,16/06/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2010,23/07/2021,10074752010,1007475
750,20/07/2021,892,29,790,-40,102,01/06/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2011,23/07/2021,10074752011,1007475
1260,22/07/2021,1591,3,1170,90,421,24/06/2021,"Tignanello, Toscana",Tuscany,2010,23/07/2021,10953912010,1095391
3800,22/07/2021,4355,71,3690,110,665,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2011,23/07/2021,10127812011,1012781
2300,29/06/2021,2690,30,2000,300,690,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,30/06/2021,10060452013,1006045
2300,29/06/2021,2690,30,2000,300,690,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,30/06/2021,10060452013,1006045
820,22/07/2021,924,5,735,85,189,09/09/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2012,23/07/2021,10074752012,1007475
13200,22/07/2021,12867,1,12850,350,17,30/11/2020,"Jacques-Frederic Mugnier, Chambolle-Musigny Premier Cru, Les Amoureuses",Burgundy,2011,23/07/2021,10496422011,1049642
3700,22/07/2021,4104,26,3520,180,584,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2013,23/07/2021,10127812013,1012781
2300,28/06/2021,2690,30,2000,300,690,17/02/2021,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",Bordeaux,2013,29/06/2021,10060452013,1006045
589,14/07/2021,622,49,520,69,102,17/06/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2005,15/07/2021,10063222005,1006322
800,22/07/2021,792,19,682,118,110,15/09/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2013,23/07/2021,10074752013,1007475
3800,22/07/2021,4351,120,3480,320,871,17/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2014,23/07/2021,10127812014,1012781
790,22/07/2021,877,18,801,-11,76,31/05/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2014,23/07/2021,10074752014,1007475
589,14/07/2021,622,49,520,69,102,17/06/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2005,15/07/2021,10063222005,1006322
1550,22/07/2021,1550,1,1300,250,250,27/04/2021,"Gaja, Barbaresco",Piedmont,2012,23/07/2021,10996052012,1099605
1060,22/07/2021,1139,9,860,200,279,08/03/2021,"Tignanello, Toscana",Tuscany,2013,23/07/2021,10953912013,1095391
